lvl#, ch#, challengeWord, 2XLetter, allPossibleWords, has2X, splitDistanceBetweenLetters, maxSequenceLetters, firstIndex
29, 0, apmahnidta, , nit ant aha ama amnia aah amid pant and hit pah pia aphid pita pht ait mad maid mania paid pat pan amanita ani ana man pit apt hid mana mat mid aid panda anta phi ahi ami amah amia pad manta , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 6 7 1 5 2 4 4 5 2 1 6 3 5 5 6 3 2 3 3 5 2 3 4 7 1 5 6 1 4 4 3 5 4 6 3 4 4 1 6 4 3 , 2 1 1 2 2 2 2 1 1 1 2 1 2 2 1 1 2 2 2 2 1 1 2 2 1 2 1 2 2 2 2 2 2 1 2 1 1 1 3 1 1 2 , 5 0 0 0 0 0 0 1 0 4 1 1 0 1 1 0 2 2 2 1 1 1 0 0 0 2 1 0 4 2 2 2 0 1 0 1 0 0 0 0 1 2 
29, 1, pgoiunltes, , poles pons puls gie pints poult pint guls pines gone ute guns oles gut oes gout pois git gies piles oils pes pouts point pule puts gun gite pit its puns outs pole uts punts pout gilts les pus pontes pun gos gins poults poi pits utes got put pile pols gits gul pone out guts gin one pointes pins punt points pointe uns goes ons pine ones gules piu ole pules gilt pol pies gites oil pin pot pots ins pis pones gouts pie pul , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 6 6 5 5 3 4 5 5 4 2 5 4 4 5 3 6 4 5 5 4 7 5 3 5 6 2 4 5 4 6 4 5 3 5 4 4 1 7 4 3 6 5 4 1 6 2 4 5 5 6 5 3 5 3 5 2 4 3 6 4 4 3 3 5 5 5 4 4 2 4 5 3 4 6 4 2 3 5 6 4 7 5 4 6 4 , 2 1 1 1 1 2 1 1 2 2 2 2 2 1 2 2 2 1 2 2 2 2 1 2 1 1 2 2 1 1 2 1 1 1 2 1 2 2 1 3 2 2 1 2 2 1 3 2 1 1 1 1 1 1 1 1 1 1 3 1 2 2 2 2 2 1 1 2 2 2 1 2 2 1 2 3 2 1 1 1 1 1 2 2 1 1 , 0 0 0 1 0 0 0 1 0 1 4 1 2 1 2 1 0 1 1 0 2 0 0 0 0 0 1 1 0 3 0 2 0 4 0 0 1 6 0 0 0 1 1 0 0 0 4 1 0 0 0 1 1 0 2 1 1 2 0 0 0 0 0 4 1 2 0 2 1 0 2 0 1 0 0 1 2 0 0 0 3 0 0 1 0 0 
29, 2, bavriyolns, , ains viol bail ion ons viols ars brio aryls bans avo ays ain bals bails avions bin barons baryon aril bins bis bars bos bris bay arils brin barn rins yon ions baron bas baryons rin bys bios avos avion bio brins ails vis bar brios barns ins bro ban bal ail aryl ais bays als bros , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 2 4 2 1 3 6 3 4 6 3 6 5 6 5 3 6 4 3 3 6 7 6 7 6 3 4 5 5 3 1 2 4 7 3 3 7 6 5 3 4 5 5 5 1 5 5 3 4 6 5 4 3 6 6 6 6 , 2 2 2 1 2 2 1 2 1 2 2 1 1 2 2 2 1 2 2 2 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 2 1 2 1 1 2 2 2 2 1 2 2 1 1 1 2 1 1 , 1 2 0 4 6 2 1 0 1 0 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 3 5 4 0 0 0 3 0 0 1 1 0 0 1 2 0 0 0 4 0 0 0 1 1 1 0 1 0 
29, 3, dacnoiatls, , nit aal nils anils ant coils anoas coats cot aas dial aits dit dan doat dials doats dals dis not dacoit oils dol cots anas dos coal oats doits ait coals col act noils doit cis anil oil dot noil oat cols coat anis dal ani cos nos ana acts dols dans dits ails anal its nil nits cats cat anoa dacoits ail ais aals dots ants als coil dais , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 2 5 3 4 4 3 4 3 3 6 5 5 5 1 4 5 5 6 7 2 2 2 6 4 5 7 3 2 5 4 3 4 4 2 4 5 4 2 5 2 1 4 2 5 6 2 5 4 3 5 6 6 6 5 4 2 3 3 4 3 2 3 5 6 5 6 5 6 3 6 , 1 1 2 2 1 2 2 2 1 1 2 1 1 2 2 2 2 2 1 2 3 2 1 1 1 1 1 2 2 1 2 1 2 3 2 1 1 2 1 3 2 2 2 1 2 1 1 2 1 2 2 2 1 2 1 1 1 1 2 2 2 3 1 1 2 1 1 2 2 2 , 3 1 3 1 1 2 1 2 2 1 0 1 0 0 0 0 0 0 0 3 0 4 0 2 1 0 2 4 0 1 2 2 1 3 0 2 1 4 0 3 4 2 2 1 0 1 2 3 1 1 0 0 0 1 1 5 3 3 2 2 1 0 1 1 1 0 1 1 2 0 
29, 4, caonrnivle, , cove anile cor carnie ale can are core cave rile aril con ole col car orle anil ane cole oil ore corn conn coni carve ave ani care carl nil ail cane carn connive one cannie carle rive coil cone , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 6 4 2 4 6 1 6 6 6 2 4 1 5 6 2 4 4 6 6 4 5 2 2 3 5 6 3 6 5 3 5 6 2 3 5 4 5 2 5 6 , 1 2 1 3 2 2 1 1 2 2 1 2 2 1 2 2 1 1 2 1 1 2 2 2 2 1 1 2 2 1 1 2 2 3 2 2 2 2 1 2 , 0 1 0 0 1 0 1 0 0 4 1 0 2 0 0 2 1 1 0 2 2 0 0 0 0 1 1 0 0 3 1 0 0 0 2 0 0 4 0 0 
29, 5, reajgoians, , ains agon aas ags ons ria rains join egos ragi rajas res gos agons roan ego gins agas ain gas jin eons rais ran raja ragis raia eon rai ens raias reagin rias rins regs reis goa egis gan aga rin raj joins raga ragas reg reagins ago rain rag ins rejoin jins ras goas rejoins ais reins gin rags agin roans rei rein , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 3 5 5 2 5 5 2 5 3 5 7 3 3 5 2 2 4 4 3 3 5 6 6 4 5 4 5 4 6 5 3 6 6 6 6 1 5 2 3 6 1 2 4 5 2 3 1 5 2 1 3 3 7 2 3 5 5 2 6 3 5 4 5 , 2 2 1 1 2 2 2 2 2 1 2 2 2 2 2 2 2 1 1 1 1 2 1 1 2 1 2 1 1 2 2 3 2 2 2 2 2 1 2 1 1 2 2 1 1 2 3 2 1 1 2 2 2 1 2 2 1 2 1 1 1 3 2 2 , 2 2 2 2 5 0 0 3 1 0 0 0 4 2 0 1 4 2 2 4 3 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 4 1 4 2 0 0 3 0 0 0 0 2 0 0 6 0 3 0 4 0 2 0 4 0 2 0 0 0 
29, 6, btiodnised, , bod ion ids ons tide bods bone bond tod bidis tods tons bidi tin dis ode died ods bide tidied bin toed iodid boded bis bins die toe bos tied bodied bine odd ions tided bind ionised ionise ton tine bise bios tined bio tins iodise ose boned tis toned ins bode iodised ted tone bided did tie one bed bid bids , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 2 1 3 2 4 4 5 6 1 3 3 3 3 2 1 3 2 2 5 3 3 5 3 5 5 4 2 5 5 5 4 5 4 2 4 6 1 1 2 4 5 4 4 1 3 1 3 5 4 4 3 5 1 6 4 5 3 5 3 7 2 4 , 2 2 1 1 2 2 1 1 2 2 2 1 1 2 2 2 2 2 1 2 1 2 3 2 1 1 1 1 1 2 2 1 2 2 2 1 5 4 1 2 2 2 2 2 2 3 2 2 2 2 1 2 4 2 1 2 1 2 1 2 1 1 , 0 2 2 3 1 0 0 0 1 0 1 1 0 1 4 3 4 3 0 1 0 1 2 0 0 0 4 1 0 1 0 0 3 2 1 0 2 2 1 1 0 0 1 0 1 2 3 0 1 1 2 0 2 1 1 0 4 1 3 0 0 0 
29, 7, miognhukls, , moghuls ion mon ons nus mol minks mons mogs mols mils mig guls onus moghul mis ions gnu mus moguls ink mogul mil ins gul mos monk migs ohs monks minus inks mink mog gnus , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 1 2 5 3 6 5 6 6 6 6 1 3 4 3 7 5 1 7 4 4 4 6 6 3 7 4 6 5 5 5 5 4 1 3 , 2 2 1 1 1 1 2 1 2 2 2 2 2 1 2 2 2 2 1 2 1 2 2 1 1 1 1 2 1 1 2 1 2 2 2 , 0 1 0 2 4 0 0 0 0 0 0 0 3 2 0 0 1 3 0 0 1 0 0 1 3 0 0 0 2 0 0 1 0 0 3 
29, 8, fjlaotbhed, j, abed flat lath flatbed lot fled fed lob lobe fad joe jab lat fob the ahed flab fab lad lobed obe jot loth ohed lated foh led ted ate fate foe fated late lathe job bed fat floe lab lathed , False False False False False False False False False False True True False False False False False False False False False True False False False False False False False False False False False False True False False False False False , 3 2 2 3 1 6 7 2 3 7 5 3 1 4 1 3 3 4 5 3 2 2 2 2 3 5 5 2 3 5 6 5 3 2 3 1 3 5 2 2 , 2 2 2 2 2 2 2 1 1 1 1 1 2 1 2 3 2 1 2 2 1 2 2 3 2 1 2 2 1 1 1 2 2 2 1 2 1 1 2 3 , 3 0 2 0 2 0 0 2 2 0 1 1 2 0 5 3 0 0 2 2 4 1 2 4 2 0 2 5 3 0 0 0 2 2 1 6 0 0 2 2 
29, 9, haurpnieks, , ark hie has uns ups ars anes urns res hares apes hank haik harp are hies harps pes aures auks arks huns haps hap pies ares hanks urn haiks ape ane hup hue hes urps anis hark hunks ani auk hun haes harpies hae urp harks pis hunk ais his hare hues auris pie , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 5 7 5 5 6 5 4 4 5 5 5 5 1 4 6 5 3 4 5 5 6 6 2 2 5 5 1 5 4 4 2 5 7 4 5 5 5 3 5 3 6 3 5 0 5 3 5 6 7 4 6 4 1 , 1 2 2 1 1 1 1 2 1 2 1 2 2 2 1 2 2 1 3 2 2 1 2 2 2 1 2 2 2 1 1 1 1 1 3 2 2 2 2 2 1 2 2 2 3 2 1 1 1 1 2 1 3 2 , 1 0 0 2 2 1 1 2 3 0 1 0 0 0 1 0 0 4 1 1 1 0 0 0 4 1 0 2 0 1 1 0 0 0 2 1 0 0 1 1 0 0 0 0 2 0 4 0 1 0 0 0 1 4 
